,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled,reservation_status,reservation_status_date,cluster,split,representation_id,method
124,Resort Hotel,33,2015,July,27,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,113.0,0,0,1,Canceled,2015-06-16,0,train,R4_dropRedundant,kmeans
125,Resort Hotel,32,2015,July,27,4,0,1,4,0,0,Other,PRT,Other,Direct,0,0,0,Other,No Deposit,Transient,0.0,0,1,0,Check-Out,2015-07-05,0,train,R4_dropRedundant,kmeans
126,Resort Hotel,8,2015,July,27,4,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,123.0,0,0,0,Check-Out,2015-07-05,0,val,R4_dropRedundant,kmeans
127,Resort Hotel,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,73.8,1,1,0,Check-Out,2015-07-06,0,val,R4_dropRedundant,kmeans
128,Resort Hotel,1,2015,July,27,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.5,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
129,Resort Hotel,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,73.8,0,2,0,Check-Out,2015-07-06,0,val,R4_dropRedundant,kmeans
130,Resort Hotel,100,2015,July,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,73.8,0,1,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
131,Resort Hotel,9,2015,July,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,88.2,0,1,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
132,Resort Hotel,5,2015,July,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,0,1,Canceled,2015-07-01,0,val,R4_dropRedundant,kmeans
133,Resort Hotel,0,2015,July,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,85.1,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
134,Resort Hotel,9,2015,July,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,89.0,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
135,Resort Hotel,2,2015,July,28,5,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,80.1,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
136,Resort Hotel,2,2015,July,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.0,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
137,Resort Hotel,9,2015,July,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,101.0,1,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
138,Resort Hotel,5,2015,July,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,0,1,Canceled,2015-07-01,0,train,R4_dropRedundant,kmeans
139,Resort Hotel,2,2015,July,28,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,No Deposit,Transient,167.0,0,1,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
140,Resort Hotel,44,2015,July,28,5,2,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,225.0,2,0,0,Check-Out,2015-07-07,0,train,R4_dropRedundant,kmeans
141,Resort Hotel,80,2015,July,28,5,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,1,0,0,Check-Out,2015-07-07,0,train,R4_dropRedundant,kmeans
142,Resort Hotel,97,2015,July,28,5,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,87.3,0,2,0,Check-Out,2015-07-09,0,train,R4_dropRedundant,kmeans
143,Resort Hotel,109,2015,July,28,5,2,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,85.59,1,2,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
144,Resort Hotel,30,2015,July,28,5,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,123.0,0,0,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
145,Resort Hotel,64,2015,July,28,5,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,107.0,0,0,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
146,Resort Hotel,39,2015,July,28,5,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,163.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
147,Resort Hotel,90,2015,July,28,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,82.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
148,Resort Hotel,34,2015,July,28,5,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,163.0,0,0,1,Canceled,2015-06-17,0,train,R4_dropRedundant,kmeans
149,Resort Hotel,93,2015,July,28,5,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,105.5,0,0,1,Canceled,2015-05-01,0,val,R4_dropRedundant,kmeans
150,Resort Hotel,97,2015,July,28,5,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,Other,No Deposit,Transient,164.2,1,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
151,Resort Hotel,29,2015,July,28,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,97.29,0,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
152,Resort Hotel,101,2015,July,28,5,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,114.0,0,1,1,Canceled,2015-03-30,0,train,R4_dropRedundant,kmeans
153,Resort Hotel,27,2015,July,28,5,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,98.4,0,0,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
154,Resort Hotel,8,2015,July,28,5,4,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,175.0,1,1,0,Check-Out,2015-07-14,0,train,R4_dropRedundant,kmeans
155,Resort Hotel,82,2015,July,28,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,63.6,1,2,0,Check-Out,2015-07-15,0,train,R4_dropRedundant,kmeans
156,Resort Hotel,94,2015,July,28,5,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,Transient,124.45,1,1,0,Check-Out,2015-07-15,0,train,R4_dropRedundant,kmeans
157,Resort Hotel,110,2015,July,28,5,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,110.7,0,0,0,Check-Out,2015-07-16,0,val,R4_dropRedundant,kmeans
158,Resort Hotel,96,2015,July,28,5,4,10,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,74.07,0,0,0,Check-Out,2015-07-19,0,train,R4_dropRedundant,kmeans
159,Resort Hotel,79,2015,July,28,5,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,134.1,0,0,0,Check-Out,2015-07-19,0,train,R4_dropRedundant,kmeans
160,Resort Hotel,115,2015,July,28,6,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,167.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
161,Resort Hotel,111,2015,July,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,123.0,0,2,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
162,Resort Hotel,51,2015,July,28,6,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,117.81,1,2,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
163,Resort Hotel,94,2015,July,28,6,1,3,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,171.32,0,1,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
164,Resort Hotel,81,2015,July,28,6,1,3,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,No Deposit,Transient,210.0,1,0,0,Check-Out,2015-07-10,0,val,R4_dropRedundant,kmeans
165,Resort Hotel,84,2015,July,28,6,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,2,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
166,Resort Hotel,51,2015,July,28,6,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,117.81,0,2,0,Check-Out,2015-07-10,0,val,R4_dropRedundant,kmeans
167,Resort Hotel,111,2015,July,28,6,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,0.0,0,2,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
168,Resort Hotel,0,2015,July,28,6,0,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,0.0,0,0,0,Check-Out,2015-07-06,0,train,R4_dropRedundant,kmeans
169,Resort Hotel,2,2015,July,28,6,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,Transient,131.0,0,0,0,Check-Out,2015-07-07,0,train,R4_dropRedundant,kmeans
170,Resort Hotel,7,2015,July,28,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.0,0,2,0,Check-Out,2015-07-08,0,val,R4_dropRedundant,kmeans
171,Resort Hotel,98,2015,July,28,6,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,87.3,1,1,0,Check-Out,2015-07-08,0,train,R4_dropRedundant,kmeans
172,Resort Hotel,95,2015,July,28,6,1,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,1,0,Check-Out,2015-07-09,0,train,R4_dropRedundant,kmeans
173,Resort Hotel,48,2015,July,28,6,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,167.0,0,0,1,Canceled,2015-06-03,0,train,R4_dropRedundant,kmeans
174,Resort Hotel,66,2015,July,28,6,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,91.5,0,0,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
175,Resort Hotel,104,2015,July,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,1,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
176,Resort Hotel,28,2015,July,28,6,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,123.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
177,Resort Hotel,34,2015,July,28,6,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,No Deposit,Transient,175.0,1,0,0,Check-Out,2015-07-11,0,val,R4_dropRedundant,kmeans
178,Resort Hotel,98,2015,July,28,6,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,117.8,1,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
179,Resort Hotel,104,2015,July,28,6,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,117.63,0,0,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
180,Resort Hotel,68,2015,July,28,6,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,185.0,0,0,0,Check-Out,2015-07-13,0,val,R4_dropRedundant,kmeans
181,Resort Hotel,86,2015,July,28,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,71.0,0,1,1,Canceled,2015-06-26,0,val,R4_dropRedundant,kmeans
182,Resort Hotel,258,2015,July,28,6,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,47.25,0,0,0,Check-Out,2015-07-13,0,train,R4_dropRedundant,kmeans
183,Resort Hotel,111,2015,July,28,6,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,151.0,0,1,0,Check-Out,2015-07-14,0,train,R4_dropRedundant,kmeans
184,Resort Hotel,94,2015,July,28,6,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,87.3,0,0,1,Canceled,2015-05-14,0,train,R4_dropRedundant,kmeans
185,Resort Hotel,112,2015,July,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,1,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
186,Resort Hotel,100,2015,July,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,63.86,0,1,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
187,Resort Hotel,33,2015,July,28,6,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,No Deposit,Transient,157.1,0,1,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
188,Resort Hotel,97,2015,July,28,6,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,91.37,0,2,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
189,Resort Hotel,80,2015,July,28,6,3,8,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,No Deposit,Transient,73.0,0,0,0,Check-Out,2015-07-17,0,train,R4_dropRedundant,kmeans
190,Resort Hotel,90,2015,July,28,6,4,10,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,110.7,0,0,0,Check-Out,2015-07-20,0,train,R4_dropRedundant,kmeans
191,Resort Hotel,111,2015,July,28,6,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,93.6,0,0,0,Check-Out,2015-07-20,0,val,R4_dropRedundant,kmeans
192,Resort Hotel,65,2015,July,28,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,83.5,0,0,0,Check-Out,2015-07-13,0,train,R4_dropRedundant,kmeans
193,Resort Hotel,67,2015,July,28,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,1,1,Canceled,2015-05-07,0,train,R4_dropRedundant,kmeans
194,Resort Hotel,55,2015,July,28,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,82.0,1,2,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
195,Resort Hotel,21,2015,July,28,7,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,F,No Deposit,Transient,185.5,0,1,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
196,Resort Hotel,8,2015,July,28,7,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,Transient,0.0,0,1,0,Check-Out,2015-07-07,0,train,R4_dropRedundant,kmeans
197,Resort Hotel,8,2015,July,28,7,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,0.0,0,1,0,Check-Out,2015-07-07,0,train,R4_dropRedundant,kmeans
198,Resort Hotel,0,2015,July,28,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,109.8,0,3,0,Check-Out,2015-07-08,0,train,R4_dropRedundant,kmeans
199,Resort Hotel,0,2015,July,28,7,0,1,3,0,0,HB,PRT,Direct,Direct,0,0,0,Other,No Deposit,Transient,195.0,1,0,0,Check-Out,2015-07-08,0,train,R4_dropRedundant,kmeans
200,Resort Hotel,0,2015,July,28,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,109.8,0,3,0,Check-Out,2015-07-08,0,train,R4_dropRedundant,kmeans
201,Resort Hotel,8,2015,July,28,7,0,4,3,2,0,BB,ESP,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,193.0,0,1,0,Check-Out,2015-07-11,0,val,R4_dropRedundant,kmeans
202,Resort Hotel,66,2015,July,28,7,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,2,0,Check-Out,2015-07-11,0,val,R4_dropRedundant,kmeans
203,Resort Hotel,88,2015,July,28,7,0,4,3,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,150.0,0,1,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
204,Resort Hotel,0,2015,July,28,7,0,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,No Deposit,Transient,98.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
205,Resort Hotel,43,2015,July,28,7,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,91.5,0,0,1,Canceled,2015-05-28,0,val,R4_dropRedundant,kmeans
206,Resort Hotel,88,2015,July,28,7,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,139.0,0,2,1,Canceled,2015-04-13,0,train,R4_dropRedundant,kmeans
207,Resort Hotel,54,2015,July,28,7,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,79.5,0,0,0,Check-Out,2015-07-14,0,train,R4_dropRedundant,kmeans
208,Resort Hotel,292,2015,July,28,7,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,47.25,0,0,1,Canceled,2015-03-25,0,train,R4_dropRedundant,kmeans
209,Resort Hotel,112,2015,July,28,7,4,10,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,126.65,0,1,0,Check-Out,2015-07-21,0,train,R4_dropRedundant,kmeans
210,Resort Hotel,68,2015,July,28,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,107.0,0,1,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
211,Resort Hotel,7,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,131.0,1,2,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
212,Resort Hotel,1,2015,July,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,131.0,1,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
213,Resort Hotel,113,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,123.0,0,1,1,Canceled,2015-05-28,0,train,R4_dropRedundant,kmeans
214,Resort Hotel,5,2015,July,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,146.0,0,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
215,Resort Hotel,83,2015,July,28,8,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,110.7,0,1,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
216,Resort Hotel,105,2015,July,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,1,1,Canceled,2015-06-29,0,val,R4_dropRedundant,kmeans
217,Resort Hotel,0,2015,July,28,8,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,61.0,0,0,0,Check-Out,2015-07-09,0,val,R4_dropRedundant,kmeans
218,Resort Hotel,1,2015,July,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,Transient,104.72,0,1,1,Canceled,2015-07-08,0,train,R4_dropRedundant,kmeans
219,Resort Hotel,1,2015,July,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,Transient,104.72,0,1,1,Canceled,2015-07-08,0,val,R4_dropRedundant,kmeans
220,Resort Hotel,1,2015,July,28,8,0,2,2,0,0,BB,CHE,Corporate,Corporate,0,0,0,A,No Deposit,Transient,104.72,1,1,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
221,Resort Hotel,102,2015,July,28,8,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,Transient,66.42,0,1,1,Canceled,2015-05-28,0,train,R4_dropRedundant,kmeans
222,Resort Hotel,113,2015,July,28,8,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,No Deposit,Transient,77.96,1,1,0,Check-Out,2015-07-14,0,train,R4_dropRedundant,kmeans
223,Resort Hotel,280,2015,July,28,8,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,112.0,0,1,1,Canceled,2015-04-15,0,train,R4_dropRedundant,kmeans
224,Resort Hotel,96,2015,July,28,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,107.0,0,1,0,Check-Out,2015-07-15,0,train,R4_dropRedundant,kmeans
225,Resort Hotel,394,2015,July,28,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,89.68,0,0,0,Check-Out,2015-07-15,0,train,R4_dropRedundant,kmeans
226,Resort Hotel,33,2015,July,28,8,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,155.0,0,0,0,Check-Out,2015-07-15,0,train,R4_dropRedundant,kmeans
227,Resort Hotel,82,2015,July,28,8,2,6,3,0,0,BB,IRL,Direct,Direct,0,0,0,A,No Deposit,Transient,112.0,0,1,0,Check-Out,2015-07-16,0,val,R4_dropRedundant,kmeans
228,Resort Hotel,100,2015,July,28,8,2,7,3,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,130.1,0,3,0,Check-Out,2015-07-17,0,train,R4_dropRedundant,kmeans
229,Resort Hotel,100,2015,July,28,8,2,7,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,100.1,0,2,0,Check-Out,2015-07-17,0,val,R4_dropRedundant,kmeans
230,Resort Hotel,17,2015,July,28,9,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,123.0,0,3,0,Check-Out,2015-07-10,0,train,R4_dropRedundant,kmeans
231,Resort Hotel,68,2015,July,28,9,0,2,3,0,0,BB,Other,Direct,Direct,0,0,0,A,No Deposit,Transient,124.0,1,1,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
232,Resort Hotel,12,2015,July,28,9,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,Other,No Deposit,Transient,146.0,1,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
233,Resort Hotel,77,2015,July,28,9,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,Transient,97.0,0,0,1,Canceled,2015-06-02,0,val,R4_dropRedundant,kmeans
234,Resort Hotel,24,2015,July,28,9,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,Other,No Deposit,Transient,123.0,0,1,1,Canceled,2015-06-16,0,train,R4_dropRedundant,kmeans
235,Resort Hotel,44,2015,July,28,9,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,153.0,0,0,1,Canceled,2015-06-16,0,train,R4_dropRedundant,kmeans
236,Resort Hotel,78,2015,July,28,9,0,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,82.0,0,2,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
237,Resort Hotel,17,2015,July,28,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,105.08,0,0,1,Canceled,2015-06-23,0,train,R4_dropRedundant,kmeans
238,Resort Hotel,103,2015,July,28,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,65.42,0,0,1,Canceled,2015-06-27,0,train,R4_dropRedundant,kmeans
239,Resort Hotel,16,2015,July,28,9,1,3,1,0,0,BB,Other,Direct,Direct,0,0,0,A,No Deposit,Transient,98.0,0,1,0,Check-Out,2015-07-13,0,train,R4_dropRedundant,kmeans
240,Resort Hotel,14,2015,July,28,9,2,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,75.46,1,1,0,Check-Out,2015-07-14,0,train,R4_dropRedundant,kmeans
241,Resort Hotel,77,2015,July,28,9,2,3,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,65.5,0,0,0,Check-Out,2015-07-14,0,val,R4_dropRedundant,kmeans
242,Resort Hotel,90,2015,July,28,9,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,90.95,0,0,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
243,Resort Hotel,90,2015,July,28,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,93.6,0,0,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
244,Resort Hotel,90,2015,July,28,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Contract,119.25,0,0,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
245,Resort Hotel,366,2015,July,28,9,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Contract,134.73,0,0,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
246,Resort Hotel,249,2015,July,28,9,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,112.0,0,1,0,Check-Out,2015-07-16,0,train,R4_dropRedundant,kmeans
247,Resort Hotel,69,2015,July,28,9,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,118.13,0,2,1,Canceled,2015-05-13,0,train,R4_dropRedundant,kmeans
248,Resort Hotel,10,2015,July,28,10,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,No Deposit,Transient,131.0,0,0,0,Check-Out,2015-07-11,0,train,R4_dropRedundant,kmeans
249,Resort Hotel,22,2015,July,28,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,88.2,0,0,0,Check-Out,2015-07-12,0,train,R4_dropRedundant,kmeans
